7500435154420,99
7500435154437,99
7506339363883,99
7509546667638,9
7509546672021,9
7622210411501,99
7622210596413,99
7622300119621,6
7622300119652,6
7622300807283,99
7622300807399,4
7622300861148,99
7622300861186,99
7622300861223,99
7622300861261,99
7622300861308,99
7622300861872,99
7622300861919,99
7622300861957,99
7622300990701,3
7622300991500,99
7702018118823,99
7793100111143,9
77940131,3
7798018850566,6
7845169457868,10
78602731,5
7890807260034,3
78908901,11
7891000029329,99
7891000053508,99
7891000061190,99
7891000241356,99
7891000248768,4
7891000249239,99
7891000250174,6
7891000251133,99
7891000251539,6
7891000251614,6
7891000284230,99
7891000284933,5
7891000325131,99
7891000338087,99
7891000352175,99
7891000460207,99
7891000462300,99
7891000464908,1
7891008114003,99
7891008116632,99
7891008168853,99
7891008168884,4
7891008169218,99
7891010793463,99
7891010973483,99
7891021001946,99
7891021002127,99
7891021006071,99
7891021006125,99
7891021006934,99
7891022100372,8
7891022101003,99
7891022637007,8
7891022638004,8
7891022639001,8
7891022640007,1
7891024024386,9
7891024026458,9
7891024027523,3
7891024036839,9
7891024037973,9
7891024110508,9
7891024132005,9
7891024132128,9
7891024132371,9
7891024134610,9
7891024134702,9
7891024135310,9
7891024177846,9
7891025110668,99
7891030003016,99
7891030300207,5
7891030300306,5
7891035524189,8
7891035524271,8
7891035800214,8
7891037744356,9
7891040001316,99
7891040031740,1
7891040031757,1
7891040031764,1
7891040222476,8
7891040320622,99
7891051015210,99
7891055605806,6
7891079000205,5
7891079000212,5
7891079000229,5
7891079001011,5
7891079001028,5
7891079006009,5
7891079006016,5
7891079012987,5
7891079013038,99
7891080400063,5
7891080404870,5
7891080404887,5
7891097013003,99
7891098000040,1
7891098000057,1
7891098000330,1
7891098000354,1
7891098000972,1
7891107101621,5
7891107111934,5
7891132000449,6
7891132001101,6
7891132008698,6
7891132019274,6
7891132019281,6
7891132019403,6
7891132019717,6
7891132019724,6
7891132082285,99
7891132082322,99
7891132082346,99
7891132082384,99
7891132082407,99
7891132082421,6
7891132082568,1
7891149010103,2
7891149010509,2
7891149100002,2
7891149100019,2
7891149101528,2
7891149102853,2
7891149103041,2
7891149103102,2
7891149103119,2
7891149103300,2
7891149104932,2
7891149104949,2
7891149105502,2
7891149200504,2
7891149440801,99
7891150029002,6
7891150045255,6
7891150049871,9
7891150049895,9
7891150056916,6
7891150059849,9
7891150059870,9
7891150059887,9
7891150059924,9
7891150060272,9
7891150060289,9
7891150060296,9
7891150060302,9
7891150064317,9
7891150064331,9
7891150066571,99
7891150072138,9
7891150072152,8
7891150081147,99
7891164005245,4
7891164005320,4
7891164005726,4
7891164006846,4
7891164006853,4
7891164006860,4
7891164016319,4
7891164020149,4
7891164027681,4
7891167021013,5
7891167021020,99
7891173021793,1
78912359,99
78912366,99
7891242062443,99
7891242151673,8
7891242151680,8
7891323075287,99
7891350034639,99
7891350034646,99
7891515434311,4
7891515474126,7
7891515474133,99
7891515742034,1
7891528029498,9
7891528030142,9
7891528038001,9
7891528038568,9
7891528038612,9
7891738018954,99
7891738019005,99
7891738019098,99
7891962037028,99
7891962051338,99
7891962051345,99
7891962053189,99
7891962054100,9
7891962054117,99
7891991001342,1
7891991010023,99
7891991010436,99
7891991010542,1
7891991010900,2
7891991015868,1
7891999010995,5
7891999011039,5
7891999100047,5
7891999340108,5
7891999904805,4
7892300000698,5
7892300030015,5
7892300030633,5
7892840255442,5
7892840255541,5
7892840800000,12
7892840815912,3
7892840816193,99
7892840816209,4
7892840819576,3
7892840821203,99
7893000079298,5
7893000084360,5
7893000383005,5
7893000394209,5
78930193,99
78930230,9
78931251,3
78933873,11
7893590204339,9
78936478,11
78936911,99
78937680,9
78937765,11
78938571,11
78939301,99
78939318,99
78939363,99
78939745,1
7894000030470,6
7894000050034,6
78941151,9
7894321722016,99
7894650014288,8
7894900010015,12
7894900010220,1
7894900010398,12
7894900011517,11
7894900011593,11
7894900011609,11
7894900011715,11
7894900014211,12
7894900015119,12
7894900027013,11
7894900027020,12
7894900027037,12
7894900027327,1
7894900027334,1
7894900030013,1
7894900031515,11
7894900031607,11
7894900031706,11
7894900034219,1
7894900050011,1
7894900051513,11
7894900054217,1
7894900061512,1
7894900093056,1
7894900093292,1
7894900151510,1
7894900583700,99
7894900593709,99
7894900681000,2
7894900681017,1
7894900701517,11
7894900910018,99
7894900911510,1
7894900911602,1
7894904003495,7
7894904271528,5
7894904500383,4
7894904571956,5
7894904955879,4
7895800201503,3
7895800304211,3
7895800304228,3
7895800309780,3
7895800430002,3
7896000593672,1
7896000593764,1
7896001001152,99
7896001004504,8
7896001004511,8
7896001045149,8
7896001045446,8
7896004006482,2
7896004008479,99
7896004401843,1
7896005800676,99
7896005806012,99
7896005806029,99
7896007540600,9
7896007545094,9
7896007545100,9
7896007547654,9
7896007972104,9
7896009718113,99
7896009761911,99
7896011101880,99
7896011102597,4
7896011103518,3
7896011103532,1
7896011103730,3
7896011103747,3
7896011103754,3
7896011103761,6
7896011104126,99
7896011104157,99
7896011105505,3
7896011105871,3
7896011106083,99
7896011106557,99
7896011106809,3
7896011106885,3
7896011106892,3
7896011107035,3
7896011107073,3
7896011107103,3
7896011107165,3
7896011107301,99
7896011107363,12
7896011107851,99
7896011107868,99
7896011108025,3
7896011108032,3
7896011108780,99
7896011108797,3
7896011108803,3
7896011108810,3
7896011108926,3
7896011126739,99
7896011127019,99
7896011127026,99
